Batch,CourseTitle,SeatRollNo,Credit Hours,Total Marks,Delivery Format,TotalMarks
18TL,Islamic Studies/Ethics,18TL02,2,50,Theory,47
18TL,Islamic Studies/Ethics,18TL03,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL04,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL05,2,50,Theory,44
18TL,Islamic Studies/Ethics,18TL06,2,50,Theory,43
18TL,Islamic Studies/Ethics,18TL07,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL08,2,50,Theory,39
18TL,Islamic Studies/Ethics,18TL09,2,50,Theory,39
18TL,Islamic Studies/Ethics,18TL10,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL13,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL14,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL15,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL16,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL17,2,50,Theory,27
18TL,Islamic Studies/Ethics,18TL19,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL22,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL23,2,50,Theory,39
18TL,Islamic Studies/Ethics,18TL24,2,50,Theory,39
18TL,Islamic Studies/Ethics,18TL25,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL26,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL28,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL30,2,50,Theory,38
18TL,Islamic Studies/Ethics,18TL31,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL33,2,50,Theory,39
18TL,Islamic Studies/Ethics,18TL34,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL35,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL36,2,50,Theory,34
18TL,Islamic Studies/Ethics,18TL37,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL40,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL42,2,50,Theory,34
18TL,Islamic Studies/Ethics,18TL43,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL45,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL50,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL51,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL52,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL55,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL57,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL58,2,50,Theory,34
18TL,Islamic Studies/Ethics,18TL59,2,50,Theory,27
18TL,Islamic Studies/Ethics,18TL61,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL62,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL63,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL70,2,50,Theory,12
18TL,Islamic Studies/Ethics,18TL71,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL72,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL73,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL74,2,50,Theory,38
18TL,Islamic Studies/Ethics,18TL75,2,50,Theory,34
18TL,Islamic Studies/Ethics,18TL76,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL77,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL80,2,50,Theory,45
18TL,Islamic Studies/Ethics,18TL81,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL82,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL84,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL86,2,50,Theory,34
18TL,Islamic Studies/Ethics,18TL87,2,50,Theory,38
18TL,Islamic Studies/Ethics,18TL88,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL89,2,50,Theory,38
18TL,Islamic Studies/Ethics,18TL90,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL91,2,50,Theory,27
18TL,Islamic Studies/Ethics,18TL101,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL102,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL103,2,50,Theory,26
18TL,Islamic Studies/Ethics,18TL106,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL107,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL108,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL110,2,50,Theory,39
18TL,Islamic Studies/Ethics,18TL111,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL116,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL117,2,50,Theory,25
18TL,Islamic Studies/Ethics,18TL118,2,50,Theory,38
18TL,Islamic Studies/Ethics,18TL119,2,50,Theory,33
18TL,Islamic Studies/Ethics,18TL120,2,50,Theory,35
18TL,Islamic Studies/Ethics,18TL121,2,50,Theory,43
18TL,Islamic Studies/Ethics,18TL122,2,50,Theory,30
18TL,Islamic Studies/Ethics,18TL123,2,50,Theory,42
18TL,Islamic Studies/Ethics,18TL125,2,50,Theory,30
18TL,Islamic Studies/Ethics,18-17TL79,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL18,2,50,Theory,27
18TL,Islamic Studies/Ethics,18TL20,2,50,Theory,31
18TL,Islamic Studies/Ethics,18TL39,2,50,Theory,37
18TL,Islamic Studies/Ethics,18TL44,2,50,Theory,31
18TL,Islamic Studies/Ethics,18TL47,2,50,Theory,39
18TL,Islamic Studies/Ethics,18TL48,2,50,Theory,38
18TL,Islamic Studies/Ethics,18TL49,2,50,Theory,37
18TL,Pakistan Studies,18TL02,2,50,Theory,45
18TL,Pakistan Studies,18TL03,2,50,Theory,44
18TL,Pakistan Studies,18TL04,2,50,Theory,43
18TL,Pakistan Studies,18TL05,2,50,Theory,44
18TL,Pakistan Studies,18TL06,2,50,Theory,45
18TL,Pakistan Studies,18TL07,2,50,Theory,42
18TL,Pakistan Studies,18TL08,2,50,Theory,38
18TL,Pakistan Studies,18TL09,2,50,Theory,45
18TL,Pakistan Studies,18TL10,2,50,Theory,40
18TL,Pakistan Studies,18TL13,2,50,Theory,33
18TL,Pakistan Studies,18TL14,2,50,Theory,40
18TL,Pakistan Studies,18TL15,2,50,Theory,34
18TL,Pakistan Studies,18TL16,2,50,Theory,32
18TL,Pakistan Studies,18TL17,2,50,Theory,32
18TL,Pakistan Studies,18TL18,2,50,Theory,31
18TL,Pakistan Studies,18TL19,2,50,Theory,40
18TL,Pakistan Studies,18TL20,2,50,Theory,28
18TL,Pakistan Studies,18TL22,2,50,Theory,36
18TL,Pakistan Studies,18TL23,2,50,Theory,40
18TL,Pakistan Studies,18TL24,2,50,Theory,40
18TL,Pakistan Studies,18TL25,2,50,Theory,42
18TL,Pakistan Studies,18TL26,2,50,Theory,32
18TL,Pakistan Studies,18TL28,2,50,Theory,39
18TL,Pakistan Studies,18TL30,2,50,Theory,38
18TL,Pakistan Studies,18TL31,2,50,Theory,37
18TL,Pakistan Studies,18TL33,2,50,Theory,41
18TL,Pakistan Studies,18TL34,2,50,Theory,36
18TL,Pakistan Studies,18TL35,2,50,Theory,44
18TL,Pakistan Studies,18TL36,2,50,Theory,31
18TL,Pakistan Studies,18TL37,2,50,Theory,44
18TL,Pakistan Studies,18TL39,2,50,Theory,37
18TL,Pakistan Studies,18TL40,2,50,Theory,34
18TL,Pakistan Studies,18TL42,2,50,Theory,41
18TL,Pakistan Studies,18TL43,2,50,Theory,43
18TL,Pakistan Studies,18TL44,2,50,Theory,38
18TL,Pakistan Studies,18TL45,2,50,Theory,39
18TL,Pakistan Studies,18TL47,2,50,Theory,40
18TL,Pakistan Studies,18TL48,2,50,Theory,39
18TL,Pakistan Studies,18TL49,2,50,Theory,41
18TL,Pakistan Studies,18TL50,2,50,Theory,40
18TL,Pakistan Studies,18TL51,2,50,Theory,42
18TL,Pakistan Studies,18TL52,2,50,Theory,34
18TL,Pakistan Studies,18TL55,2,50,Theory,41
18TL,Pakistan Studies,18TL57,2,50,Theory,26
18TL,Pakistan Studies,18TL58,2,50,Theory,41
18TL,Pakistan Studies,18TL59,2,50,Theory,31
18TL,Pakistan Studies,18TL61,2,50,Theory,35
18TL,Pakistan Studies,18TL62,2,50,Theory,39
18TL,Pakistan Studies,18TL63,2,50,Theory,37
18TL,Pakistan Studies,18TL70,2,50,Theory,14
18TL,Pakistan Studies,18TL71,2,50,Theory,39
18TL,Pakistan Studies,18TL72,2,50,Theory,25
18TL,Pakistan Studies,18TL73,2,50,Theory,32
18TL,Pakistan Studies,18TL74,2,50,Theory,41
18TL,Pakistan Studies,18TL75,2,50,Theory,34
18TL,Pakistan Studies,18TL76,2,50,Theory,36
18TL,Pakistan Studies,18TL77,2,50,Theory,34
18TL,Pakistan Studies,18TL80,2,50,Theory,45
18TL,Pakistan Studies,18TL81,2,50,Theory,37
18TL,Pakistan Studies,18TL82,2,50,Theory,44
18TL,Pakistan Studies,18TL84,2,50,Theory,35
18TL,Pakistan Studies,18TL86,2,50,Theory,35
18TL,Pakistan Studies,18TL87,2,50,Theory,33
18TL,Pakistan Studies,18TL88,2,50,Theory,32
18TL,Pakistan Studies,18TL89,2,50,Theory,38
18TL,Pakistan Studies,18TL90,2,50,Theory,37
18TL,Pakistan Studies,18TL91,2,50,Theory,37
18TL,Pakistan Studies,18TL101,2,50,Theory,44
18TL,Pakistan Studies,18TL102,2,50,Theory,38
18TL,Pakistan Studies,18TL103,2,50,Theory,35
18TL,Pakistan Studies,18TL106,2,50,Theory,37
18TL,Pakistan Studies,18TL107,2,50,Theory,25
18TL,Pakistan Studies,18TL108,2,50,Theory,32
18TL,Pakistan Studies,18TL110,2,50,Theory,39
18TL,Pakistan Studies,18TL111,2,50,Theory,33
18TL,Pakistan Studies,18TL116,2,50,Theory,31
18TL,Pakistan Studies,18TL117,2,50,Theory,38
18TL,Pakistan Studies,18TL118,2,50,Theory,45
18TL,Pakistan Studies,18TL119,2,50,Theory,39
18TL,Pakistan Studies,18TL120,2,50,Theory,39
18TL,Pakistan Studies,18TL121,2,50,Theory,44
18TL,Pakistan Studies,18TL122,2,50,Theory,29
18TL,Pakistan Studies,18TL123,2,50,Theory,36
18TL,Pakistan Studies,18TL125,2,50,Theory,30
18TL,Pakistan Studies,18-17TL79,2,50,Theory,31
18TL,Applied Calculus,18TL02,3,100,Theory,95
18TL,Applied Calculus,18TL04,3,100,Theory,92
18TL,Applied Calculus,18TL06,3,100,Theory,85
18TL,Applied Calculus,18TL08,3,100,Theory,65
18TL,Applied Calculus,18TL10,3,100,Theory,75
18TL,Applied Calculus,18TL14,3,100,Theory,76
18TL,Applied Calculus,18TL16,3,100,Theory,17
18TL,Applied Calculus,18TL18,3,100,Theory,22
18TL,Applied Calculus,18TL20,3,100,Theory,21
18TL,Applied Calculus,18TL22,3,100,Theory,50
18TL,Applied Calculus,18TL24,3,100,Theory,50
18TL,Applied Calculus,18TL26,3,100,Theory,55
18TL,Applied Calculus,18TL28,3,100,Theory,88
18TL,Applied Calculus,18TL30,3,100,Theory,65
18TL,Applied Calculus,18TL34,3,100,Theory,31
18TL,Applied Calculus,18TL36,3,100,Theory,50
18TL,Applied Calculus,18TL40,3,100,Theory,28
18TL,Applied Calculus,18TL42,3,100,Theory,66
18TL,Applied Calculus,18TL44,3,100,Theory,36
18TL,Applied Calculus,18TL48,3,100,Theory,30
18TL,Applied Calculus,18TL50,3,100,Theory,60
18TL,Applied Calculus,18TL52,3,100,Theory,50
18TL,Applied Calculus,18TL58,3,100,Theory,55
18TL,Applied Calculus,18TL62,3,100,Theory,50
18TL,Applied Calculus,18TL70,3,100,Theory,23
18TL,Applied Calculus,18TL72,3,100,Theory,27
18TL,Applied Calculus,18TL74,3,100,Theory,80
18TL,Applied Calculus,18TL76,3,100,Theory,27
18TL,Applied Calculus,18TL80,3,100,Theory,65
18TL,Applied Calculus,18TL82,3,100,Theory,80
18TL,Applied Calculus,18TL84,3,100,Theory,39
18TL,Applied Calculus,18TL86,3,100,Theory,35
18TL,Applied Calculus,18TL88,3,100,Theory,19
18TL,Applied Calculus,18TL90,3,100,Theory,50
18TL,Applied Calculus,18TL102,3,100,Theory,70
18TL,Applied Calculus,18TL106,3,100,Theory,50
18TL,Applied Calculus,18TL108,3,100,Theory,20
18TL,Applied Calculus,18TL110,3,100,Theory,37
18TL,Applied Calculus,18TL116,3,100,Theory,50
18TL,Applied Calculus,18TL118,3,100,Theory,77
18TL,Applied Calculus,18TL120,3,100,Theory,30
18TL,Applied Calculus,18TL122,3,100,Theory,55
18TL,Applied Calculus,18TL03,3,100,Theory,80
18TL,Applied Calculus,18TL05,3,100,Theory,80
18TL,Applied Calculus,18TL07,3,100,Theory,78
18TL,Applied Calculus,18TL09,3,100,Theory,77
18TL,Applied Calculus,18TL13,3,100,Theory,34
18TL,Applied Calculus,18TL15,3,100,Theory,27
18TL,Applied Calculus,18TL17,3,100,Theory,20
18TL,Applied Calculus,18TL19,3,100,Theory,56
18TL,Applied Calculus,18TL23,3,100,Theory,51
18TL,Applied Calculus,18TL25,3,100,Theory,50
18TL,Applied Calculus,18TL31,3,100,Theory,65
18TL,Applied Calculus,18TL33,3,100,Theory,75
18TL,Applied Calculus,18TL35,3,100,Theory,50
18TL,Applied Calculus,18TL37,3,100,Theory,50
18TL,Applied Calculus,18TL39,3,100,Theory,50
18TL,Applied Calculus,18TL43,3,100,Theory,87
18TL,Applied Calculus,18TL45,3,100,Theory,40
18TL,Applied Calculus,18TL47,3,100,Theory,36
18TL,Applied Calculus,18TL49,3,100,Theory,50
18TL,Applied Calculus,18TL51,3,100,Theory,71
18TL,Applied Calculus,18TL55,3,100,Theory,97
18TL,Applied Calculus,18TL57,3,100,Theory,42
18TL,Applied Calculus,18TL59,3,100,Theory,23
18TL,Applied Calculus,18TL61,3,100,Theory,32
18TL,Applied Calculus,18TL63,3,100,Theory,86
18TL,Applied Calculus,18TL71,3,100,Theory,75
18TL,Applied Calculus,18TL73,3,100,Theory,20
18TL,Applied Calculus,18TL75,3,100,Theory,50
18TL,Applied Calculus,18TL77,3,100,Theory,41
18TL,Applied Calculus,18TL81,3,100,Theory,70
18TL,Applied Calculus,18TL87,3,100,Theory,26
18TL,Applied Calculus,18TL89,3,100,Theory,37
18TL,Applied Calculus,18TL91,3,100,Theory,40
18TL,Applied Calculus,18TL101,3,100,Theory,90
18TL,Applied Calculus,18TL103,3,100,Theory,25
18TL,Applied Calculus,18TL107,3,100,Theory,25
18TL,Applied Calculus,18TL111,3,100,Theory,35
18TL,Applied Calculus,18TL117,3,100,Theory,56
18TL,Applied Calculus,18TL119,3,100,Theory,25
18TL,Applied Calculus,18TL121,3,100,Theory,96
18TL,Applied Calculus,18TL123,3,100,Theory,55
18TL,Applied Calculus,18TL125,3,100,Theory,23
18TL,Applied Calculus,18-17TL79,3,100,Theory,38
18TL,Introduction to Programming,18TL02,3,100,Theory,98
18TL,Introduction to Programming,18TL04,3,100,Theory,86
18TL,Introduction to Programming,18TL06,3,100,Theory,77
18TL,Introduction to Programming,18TL08,3,100,Theory,87
18TL,Introduction to Programming,18TL10,3,100,Theory,79
18TL,Introduction to Programming,18TL14,3,100,Theory,63
18TL,Introduction to Programming,18TL16,3,100,Theory,40
18TL,Introduction to Programming,18TL18,3,100,Theory,28
18TL,Introduction to Programming,18TL20,3,100,Theory,33
18TL,Introduction to Programming,18TL22,3,100,Theory,69
18TL,Introduction to Programming,18TL24,3,100,Theory,65
18TL,Introduction to Programming,18TL26,3,100,Theory,65
18TL,Introduction to Programming,18TL28,3,100,Theory,64
18TL,Introduction to Programming,18TL30,3,100,Theory,62
18TL,Introduction to Programming,18TL34,3,100,Theory,54
18TL,Introduction to Programming,18TL36,3,100,Theory,54
18TL,Introduction to Programming,18TL40,3,100,Theory,55
18TL,Introduction to Programming,18TL42,3,100,Theory,53
18TL,Introduction to Programming,18TL44,3,100,Theory,53
18TL,Introduction to Programming,18TL48,3,100,Theory,52
18TL,Introduction to Programming,18TL50,3,100,Theory,55
18TL,Introduction to Programming,18TL52,3,100,Theory,73
18TL,Introduction to Programming,18TL58,3,100,Theory,60
18TL,Introduction to Programming,18TL62,3,100,Theory,62
18TL,Introduction to Programming,18TL70,3,100,Theory,25
18TL,Introduction to Programming,18TL72,3,100,Theory,38
18TL,Introduction to Programming,18TL74,3,100,Theory,62
18TL,Introduction to Programming,18TL76,3,100,Theory,67
18TL,Introduction to Programming,18TL80,3,100,Theory,62
18TL,Introduction to Programming,18TL82,3,100,Theory,66
18TL,Introduction to Programming,18TL84,3,100,Theory,56
18TL,Introduction to Programming,18TL86,3,100,Theory,51
18TL,Introduction to Programming,18TL88,3,100,Theory,50
18TL,Introduction to Programming,18TL90,3,100,Theory,58
18TL,Introduction to Programming,18TL102,3,100,Theory,70
18TL,Introduction to Programming,18TL106,3,100,Theory,39
18TL,Introduction to Programming,18TL108,3,100,Theory,38
18TL,Introduction to Programming,18TL110,3,100,Theory,53
18TL,Introduction to Programming,18TL116,3,100,Theory,32
18TL,Introduction to Programming,18TL118,3,100,Theory,70
18TL,Introduction to Programming,18TL120,3,100,Theory,31
18TL,Introduction to Programming,18TL122,3,100,Theory,52
18TL,Introduction to Programming,18TL03,3,100,Theory,85
18TL,Introduction to Programming,18TL05,3,100,Theory,77
18TL,Introduction to Programming,18TL07,3,100,Theory,87
18TL,Introduction to Programming,18TL09,3,100,Theory,79
18TL,Introduction to Programming,18TL13,3,100,Theory,77
18TL,Introduction to Programming,18TL15,3,100,Theory,62
18TL,Introduction to Programming,18TL17,3,100,Theory,32
18TL,Introduction to Programming,18TL19,3,100,Theory,86
18TL,Introduction to Programming,18TL23,3,100,Theory,79
18TL,Introduction to Programming,18TL25,3,100,Theory,75
18TL,Introduction to Programming,18TL31,3,100,Theory,69
18TL,Introduction to Programming,18TL33,3,100,Theory,89
18TL,Introduction to Programming,18TL35,3,100,Theory,75
18TL,Introduction to Programming,18TL37,3,100,Theory,75
18TL,Introduction to Programming,18TL39,3,100,Theory,75
18TL,Introduction to Programming,18TL43,3,100,Theory,78
18TL,Introduction to Programming,18TL45,3,100,Theory,84
18TL,Introduction to Programming,18TL47,3,100,Theory,75
18TL,Introduction to Programming,18TL49,3,100,Theory,71
18TL,Introduction to Programming,18TL51,3,100,Theory,77
18TL,Introduction to Programming,18TL55,3,100,Theory,91
18TL,Introduction to Programming,18TL57,3,100,Theory,63
18TL,Introduction to Programming,18TL59,3,100,Theory,63
18TL,Introduction to Programming,18TL61,3,100,Theory,77
18TL,Introduction to Programming,18TL63,3,100,Theory,77
18TL,Introduction to Programming,18TL71,3,100,Theory,82
18TL,Introduction to Programming,18TL73,3,100,Theory,60
18TL,Introduction to Programming,18TL75,3,100,Theory,75
18TL,Introduction to Programming,18TL77,3,100,Theory,75
18TL,Introduction to Programming,18TL81,3,100,Theory,75
18TL,Introduction to Programming,18TL87,3,100,Theory,88
18TL,Introduction to Programming,18TL89,3,100,Theory,79
18TL,Introduction to Programming,18TL91,3,100,Theory,71
18TL,Introduction to Programming,18TL101,3,100,Theory,70
18TL,Introduction to Programming,18TL103,3,100,Theory,50
18TL,Introduction to Programming,18TL107,3,100,Theory,42
18TL,Introduction to Programming,18TL111,3,100,Theory,60
18TL,Introduction to Programming,18TL117,3,100,Theory,73
18TL,Introduction to Programming,18TL119,3,100,Theory,72
18TL,Introduction to Programming,18TL121,3,100,Theory,85
18TL,Introduction to Programming,18TL123,3,100,Theory,75
18TL,Introduction to Programming,18TL125,3,100,Theory,50
18TL,Introduction to Programming,18-17TL79,3,100,Theory,50
18TL,Introduction to Programming,18TL03,1,50,Practical,45
18TL,Introduction to Programming,18TL05,1,50,Practical,33
18TL,Introduction to Programming,18TL07,1,50,Practical,43
18TL,Introduction to Programming,18TL09,1,50,Practical,44
18TL,Introduction to Programming,18TL13,1,50,Practical,32
18TL,Introduction to Programming,18TL15,1,50,Practical,35
18TL,Introduction to Programming,18TL17,1,50,Practical,27
18TL,Introduction to Programming,18TL19,1,50,Practical,45
18TL,Introduction to Programming,18TL23,1,50,Practical,39
18TL,Introduction to Programming,18TL25,1,50,Practical,33
18TL,Introduction to Programming,18TL31,1,50,Practical,40
18TL,Introduction to Programming,18TL33,1,50,Practical,48
18TL,Introduction to Programming,18TL35,1,50,Practical,43
18TL,Introduction to Programming,18TL37,1,50,Practical,41
18TL,Introduction to Programming,18TL39,1,50,Practical,41
18TL,Introduction to Programming,18TL43,1,50,Practical,45
18TL,Introduction to Programming,18TL45,1,50,Practical,44
18TL,Introduction to Programming,18TL47,1,50,Practical,40
18TL,Introduction to Programming,18TL49,1,50,Practical,37
18TL,Introduction to Programming,18TL51,1,50,Practical,44
18TL,Introduction to Programming,18TL55,1,50,Practical,47
18TL,Introduction to Programming,18TL57,1,50,Practical,40
18TL,Introduction to Programming,18TL59,1,50,Practical,34
18TL,Introduction to Programming,18TL61,1,50,Practical,37
18TL,Introduction to Programming,18TL63,1,50,Practical,42
18TL,Introduction to Programming,18TL71,1,50,Practical,45
18TL,Introduction to Programming,18TL73,1,50,Practical,29
18TL,Introduction to Programming,18TL75,1,50,Practical,31
18TL,Introduction to Programming,18TL77,1,50,Practical,32
18TL,Introduction to Programming,18TL81,1,50,Practical,46
18TL,Introduction to Programming,18TL87,1,50,Practical,45
18TL,Introduction to Programming,18TL89,1,50,Practical,45
18TL,Introduction to Programming,18TL91,1,50,Practical,34
18TL,Introduction to Programming,18TL101,1,50,Practical,38
18TL,Introduction to Programming,18TL103,1,50,Practical,26
18TL,Introduction to Programming,18TL107,1,50,Practical,28
18TL,Introduction to Programming,18TL111,1,50,Practical,33
18TL,Introduction to Programming,18TL117,1,50,Practical,27
18TL,Introduction to Programming,18TL119,1,50,Practical,31
18TL,Introduction to Programming,18TL121,1,50,Practical,47
18TL,Introduction to Programming,18TL123,1,50,Practical,42
18TL,Introduction to Programming,18TL125,1,50,Practical,35
18TL,Introduction to Programming,18-17TL79,1,50,Practical,18
18TL,Introduction to Programming,18TL02,1,50,Practical,48
18TL,Introduction to Programming,18TL04,1,50,Practical,47
18TL,Introduction to Programming,18TL06,1,50,Practical,45
18TL,Introduction to Programming,18TL08,1,50,Practical,48
18TL,Introduction to Programming,18TL10,1,50,Practical,43
18TL,Introduction to Programming,18TL14,1,50,Practical,42
18TL,Introduction to Programming,18TL16,1,50,Practical,25
18TL,Introduction to Programming,18TL18,1,50,Practical,25
18TL,Introduction to Programming,18TL20,1,50,Practical,25
18TL,Introduction to Programming,18TL22,1,50,Practical,40
18TL,Introduction to Programming,18TL24,1,50,Practical,31
18TL,Introduction to Programming,18TL26,1,50,Practical,38
18TL,Introduction to Programming,18TL28,1,50,Practical,41
18TL,Introduction to Programming,18TL30,1,50,Practical,40
18TL,Introduction to Programming,18TL34,1,50,Practical,34
18TL,Introduction to Programming,18TL36,1,50,Practical,29
18TL,Introduction to Programming,18TL40,1,50,Practical,40
18TL,Introduction to Programming,18TL42,1,50,Practical,34
18TL,Introduction to Programming,18TL44,1,50,Practical,31
18TL,Introduction to Programming,18TL48,1,50,Practical,26
18TL,Introduction to Programming,18TL50,1,50,Practical,40
18TL,Introduction to Programming,18TL52,1,50,Practical,43
18TL,Introduction to Programming,18TL58,1,50,Practical,31
18TL,Introduction to Programming,18TL62,1,50,Practical,37
18TL,Introduction to Programming,18TL70,1,50,Practical,8
18TL,Introduction to Programming,18TL72,1,50,Practical,12
18TL,Introduction to Programming,18TL74,1,50,Practical,33
18TL,Introduction to Programming,18TL76,1,50,Practical,33
18TL,Introduction to Programming,18TL80,1,50,Practical,34
18TL,Introduction to Programming,18TL82,1,50,Practical,41
18TL,Introduction to Programming,18TL84,1,50,Practical,39
18TL,Introduction to Programming,18TL86,1,50,Practical,26
18TL,Introduction to Programming,18TL88,1,50,Practical,30
18TL,Introduction to Programming,18TL90,1,50,Practical,31
18TL,Introduction to Programming,18TL102,1,50,Practical,40
18TL,Introduction to Programming,18TL106,1,50,Practical,32
18TL,Introduction to Programming,18TL108,1,50,Practical,25
18TL,Introduction to Programming,18TL110,1,50,Practical,34
18TL,Introduction to Programming,18TL116,1,50,Practical,20
18TL,Introduction to Programming,18TL118,1,50,Practical,37
18TL,Introduction to Programming,18TL120,1,50,Practical,31
18TL,Introduction to Programming,18TL122,1,50,Practical,25
18TL,Applied Physics,18TL02,1,50,Practical,42
18TL,Applied Physics,18TL04,1,50,Practical,35
18TL,Applied Physics,18TL06,1,50,Practical,37
18TL,Applied Physics,18TL08,1,50,Practical,36
18TL,Applied Physics,18TL10,1,50,Practical,37
18TL,Applied Physics,18TL14,1,50,Practical,29
18TL,Applied Physics,18TL16,1,50,Practical,30
18TL,Applied Physics,18TL18,1,50,Practical,26
18TL,Applied Physics,18TL20,1,50,Practical,27
18TL,Applied Physics,18TL22,1,50,Practical,38
18TL,Applied Physics,18TL24,1,50,Practical,29
18TL,Applied Physics,18TL26,1,50,Practical,37
18TL,Applied Physics,18TL28,1,50,Practical,36
18TL,Applied Physics,18TL30,1,50,Practical,32
18TL,Applied Physics,18TL34,1,50,Practical,26
18TL,Applied Physics,18TL36,1,50,Practical,32
18TL,Applied Physics,18TL40,1,50,Practical,30
18TL,Applied Physics,18TL42,1,50,Practical,32
18TL,Applied Physics,18TL44,1,50,Practical,35
18TL,Applied Physics,18TL48,1,50,Practical,30
18TL,Applied Physics,18TL50,1,50,Practical,29
18TL,Applied Physics,18TL52,1,50,Practical,37
18TL,Applied Physics,18TL58,1,50,Practical,30
18TL,Applied Physics,18TL62,1,50,Practical,35
18TL,Applied Physics,18TL72,1,50,Practical,17
18TL,Applied Physics,18TL74,1,50,Practical,36
18TL,Applied Physics,18TL76,1,50,Practical,41
18TL,Applied Physics,18TL80,1,50,Practical,31
18TL,Applied Physics,18TL82,1,50,Practical,42
18TL,Applied Physics,18TL84,1,50,Practical,28
18TL,Applied Physics,18TL86,1,50,Practical,27
18TL,Applied Physics,18TL88,1,50,Practical,33
18TL,Applied Physics,18TL90,1,50,Practical,30
18TL,Applied Physics,18TL102,1,50,Practical,34
18TL,Applied Physics,18TL106,1,50,Practical,32
18TL,Applied Physics,18TL108,1,50,Practical,31
18TL,Applied Physics,18TL110,1,50,Practical,35
18TL,Applied Physics,18TL116,1,50,Practical,29
18TL,Applied Physics,18TL118,1,50,Practical,31
18TL,Applied Physics,18TL120,1,50,Practical,20
18TL,Applied Physics,18TL122,1,50,Practical,34
18TL,Applied Physics,18TL03,1,50,Practical,42
18TL,Applied Physics,18TL05,1,50,Practical,37
18TL,Applied Physics,18TL07,1,50,Practical,43
18TL,Applied Physics,18TL09,1,50,Practical,37
18TL,Applied Physics,18TL13,1,50,Practical,34
18TL,Applied Physics,18TL15,1,50,Practical,30
18TL,Applied Physics,18TL17,1,50,Practical,25
18TL,Applied Physics,18TL19,1,50,Practical,35
18TL,Applied Physics,18TL23,1,50,Practical,37
18TL,Applied Physics,18TL25,1,50,Practical,33
18TL,Applied Physics,18TL31,1,50,Practical,34
18TL,Applied Physics,18TL33,1,50,Practical,39
18TL,Applied Physics,18TL35,1,50,Practical,33
18TL,Applied Physics,18TL37,1,50,Practical,25
18TL,Applied Physics,18TL39,1,50,Practical,34
18TL,Applied Physics,18TL43,1,50,Practical,39
18TL,Applied Physics,18TL45,1,50,Practical,27
18TL,Applied Physics,18TL47,1,50,Practical,30
18TL,Applied Physics,18TL49,1,50,Practical,37
18TL,Applied Physics,18TL51,1,50,Practical,33
18TL,Applied Physics,18TL55,1,50,Practical,42
18TL,Applied Physics,18TL57,1,50,Practical,25
18TL,Applied Physics,18TL59,1,50,Practical,30
18TL,Applied Physics,18TL61,1,50,Practical,27
18TL,Applied Physics,18TL63,1,50,Practical,35
18TL,Applied Physics,18TL71,1,50,Practical,35
18TL,Applied Physics,18TL73,1,50,Practical,27
